"","V1"
"1",0.932270916334661
"2",0.175298804780877
"3",0.892430278884462
"4",0.589641434262948
"5",0.553784860557769
"6",0.099601593625498
"7",0.167330677290837
"8",0.792828685258964
"9",0.0278884462151394
"10",0.533864541832669
"11",0.717131474103586
"12",0.111553784860558
"13",0.394422310756972
"14",0.936254980079681
"15",0.51394422310757
"16",0.135458167330677
"17",0.661354581673307
"18",0.760956175298805
"19",0.50996015936255
"20",0.195219123505976
"21",0.298804780876494
"22",0.374501992031873
"23",0.127490039840637
"24",0.051792828685259
"25",0.48207171314741
"26",0.693227091633466
"27",0.860557768924303
"28",0.848605577689243
"29",0.709163346613546
"30",0.310756972111554
"31",0.51394422310757
"32",0.270916334661355
"33",0.625498007968127
"34",0.235059760956175
"35",0.693227091633466
"36",0.239043824701195
"37",0.609561752988048
"38",0.450199203187251
"39",0.876494023904382
"40",0.175298804780877
"41",0.402390438247012
"42",0.9800796812749
"43",0.952191235059761
"44",0.107569721115538
"45",0.561752988047809
"46",0.302788844621514
"47",0.717131474103586
"48",0.597609561752988
"49",0.892430278884462
"50",0.183266932270916
"51",0.573705179282869
"52",0.49003984063745
"53",0.151394422310757
"54",0.613545816733068
"55",0.239043824701195
"56",0.868525896414343
"57",0.0119521912350598
"58",0.864541832669323
"59",0.147410358565737
"60",0.51394422310757
"61",0.645418326693227
"62",0.673306772908366
"63",0.0199203187250996
"64",0.0717131474103586
"65",0.103585657370518
"66",0.378486055776892
"67",0.282868525896414
"68",0.685258964143426
"69",0.282868525896414
"70",0.717131474103586
"71",0.896414342629482
"72",0.613545816733068
"73",0.908366533864542
"74",0.0717131474103586
"75",0.0318725099601594
"76",0.135458167330677
"77",0.398406374501992
"78",0.780876494023904
"79",0.103585657370518
"80",0.143426294820717
"81",0.51394422310757
"82",0.454183266932271
"83",0.788844621513944
"84",0.442231075697211
"85",0.398406374501992
"86",0.250996015936255
"87",0.701195219123506
"88",0.525896414342629
"89",0.103585657370518
"90",0.756972111553785
"91",0.099601593625498
"92",0.649402390438247
"93",0.131474103585657
"94",0.0916334661354582
"95",0.159362549800797
"96",0.334661354581673
"97",0.832669322709163
"98",0.529880478087649
"99",0.756972111553785
"100",0.386454183266932
"101",0.346613545816733
"102",0.956175298804781
"103",0.418326693227092
"104",0.729083665338645
"105",0.247011952191235
"106",0.0956175298804781
"107",0.9800796812749
"108",0.808764940239044
"109",0.948207171314741
"110",0.119521912350598
"111",0.824701195219124
"112",0.454183266932271
"113",0.525896414342629
"114",0.394422310756972
"115",0.334661354581673
"116",0.48605577689243
"117",0.709163346613546
"118",0.752988047808765
"119",0.103585657370518
"120",0.697211155378486
"121",0.888446215139442
"122",0.215139442231076
"123",0.788844621513944
"124",0.354581673306773
"125",0.195219123505976
"126",0.745019920318725
"127",0.677290836653386
"128",0.956175298804781
"129",0.49800796812749
"130",0.318725099601594
"131",0.0796812749003984
"132",0.812749003984064
"133",0.593625498007968
"134",0.474103585657371
"135",0.0358565737051793
"136",0.362549800796813
"137",0.760956175298805
"138",0.426294820717131
"139",0.529880478087649
"140",0.729083665338645
"141",0.266932270916335
"142",0.155378486055777
"143",0.868525896414343
"144",0.0318725099601594
"145",0.338645418326693
"146",0.717131474103586
"147",0.274900398406374
"148",0.533864541832669
"149",0.940239043824701
"150",0.529880478087649
"151",0.964143426294821
"152",0.294820717131474
"153",0.97609561752988
"154",0.0239043824701195
"155",0.402390438247012
"156",0.880478087649402
"157",0.788844621513944
"158",0.50199203187251
"159",0.111553784860558
"160",0.613545816733068
"161",0.760956175298805
"162",0.223107569721116
"163",0.175298804780877
"164",0.860557768924303
"165",0.816733067729084
"166",0.613545816733068
"167",0.414342629482072
"168",0.784860557768924
"169",0.573705179282869
"170",0.828685258964143
"171",0.378486055776892
"172",0.382470119521912
"173",0.776892430278884
"174",0.274900398406374
"175",0.577689243027888
"176",0.844621513944223
"177",0.729083665338645
"178",0.788844621513944
"179",0.569721115537849
"180",0.637450199203187
"181",0.840637450199203
"182",0.298804780876494
"183",0.629482071713147
"184",0.693227091633466
"185",0.745019920318725
"186",0.9800796812749
"187",0.51394422310757
"188",0.669322709163347
"189",0.235059760956175
"190",0.354581673306773
"191",0.609561752988048
"192",0.354581673306773
"193",0.796812749003984
"194",0.107569721115538
"195",0.0717131474103586
"196",0.788844621513944
"197",0.812749003984064
"198",0.725099601593626
"199",0.557768924302789
"200",0.944223107569721
