"","V1"
"1",0.0239043824701195
"2",0.00398406374501992
"3",0.0278884462151394
"4",0.00796812749003984
"5",0.00796812749003984
"6",0.00398406374501992
"7",0.00796812749003984
"8",0.00398406374501992
"9",0.00796812749003984
"10",0.00398406374501992
"11",0.00398406374501992
"12",0.00796812749003984
"13",0.00796812749003984
"14",0.0637450199203187
"15",0.00398406374501992
"16",0.00796812749003984
"17",0.047808764940239
"18",0.0438247011952191
"19",0.0398406374501992
"20",0.00398406374501992
"21",0.00398406374501992
"22",0.00796812749003984
"23",0.00398406374501992
"24",0.0199203187250996
"25",0.00398406374501992
"26",0.00796812749003984
"27",0.0677290836653386
"28",0.0199203187250996
"29",0.0239043824701195
"30",0.0199203187250996
"31",0.0278884462151394
"32",0.0159362549800797
"33",0.00398406374501992
"34",0.00796812749003984
"35",0.0119521912350598
"36",0.0318725099601594
"37",0.0239043824701195
"38",0.0597609561752988
"39",0.0239043824701195
"40",0.0557768924302789
"41",0.0278884462151394
"42",0.00398406374501992
"43",0.00398406374501992
"44",0.0318725099601594
"45",0.0199203187250996
"46",0.00796812749003984
"47",0.00398406374501992
"48",0.00398406374501992
"49",0.00796812749003984
"50",0.0398406374501992
"51",0.00398406374501992
"52",0.0159362549800797
"53",0.0557768924302789
"54",0.0119521912350598
"55",0.135458167330677
"56",0.0318725099601594
"57",0.0637450199203187
"58",0.0159362549800797
"59",0.0278884462151394
"60",0.0239043824701195
"61",0.0199203187250996
"62",0.0796812749003984
"63",0.0836653386454183
"64",0.0119521912350598
"65",0.00796812749003984
"66",0.0119521912350598
"67",0.00398406374501992
"68",0.0119521912350598
"69",0.00398406374501992
"70",0.0597609561752988
"71",0.00398406374501992
"72",0.00398406374501992
"73",0.0278884462151394
"74",0.0159362549800797
"75",0.278884462151394
"76",0.099601593625498
"77",0.00398406374501992
"78",0.00398406374501992
"79",0.00398406374501992
"80",0.00398406374501992
"81",0.00398406374501992
"82",0.0119521912350598
"83",0.0717131474103586
"84",0.00796812749003984
"85",0.00398406374501992
"86",0.0597609561752988
"87",0.00796812749003984
"88",0.00796812749003984
"89",0.00398406374501992
"90",0.0398406374501992
"91",0.00398406374501992
"92",0.00398406374501992
"93",0.0159362549800797
"94",0.00398406374501992
"95",0.0119521912350598
"96",0.00398406374501992
"97",0.0159362549800797
"98",0.0358565737051793
"99",0.051792828685259
"100",0.00796812749003984
"101",0.0278884462151394
"102",0.0119521912350598
"103",0.0159362549800797
"104",0.0119521912350598
"105",0.0159362549800797
"106",0.00796812749003984
"107",0.0199203187250996
"108",0.0119521912350598
"109",0.0159362549800797
"110",0.0438247011952191
"111",0.0119521912350598
"112",0.00398406374501992
"113",0.00398406374501992
"114",0.0159362549800797
"115",0.00796812749003984
"116",0.0159362549800797
"117",0.00398406374501992
"118",0.0358565737051793
"119",0.0119521912350598
"120",0.047808764940239
"121",0.0239043824701195
"122",0.0199203187250996
"123",0.00398406374501992
"124",0.00398406374501992
"125",0.0239043824701195
"126",0.00796812749003984
"127",0.00398406374501992
"128",0.00398406374501992
"129",0.0159362549800797
"130",0.00398406374501992
"131",0.00398406374501992
"132",0.0398406374501992
"133",0.0398406374501992
"134",0.0398406374501992
"135",0.0677290836653386
"136",0.0119521912350598
"137",0.00398406374501992
"138",0.111553784860558
"139",0.0119521912350598
"140",0.0756972111553785
"141",0.0239043824701195
"142",0.0119521912350598
"143",0.0318725099601594
"144",0.00796812749003984
"145",0.0159362549800797
"146",0.00398406374501992
"147",0.00796812749003984
"148",0.0199203187250996
"149",0.0358565737051793
"150",0.0677290836653386
"151",0.00398406374501992
"152",0.00398406374501992
"153",0.0637450199203187
"154",0.00398406374501992
"155",0.0278884462151394
"156",0.00398406374501992
"157",0.00796812749003984
"158",0.00398406374501992
"159",0.0677290836653386
"160",0.0239043824701195
"161",0.0398406374501992
"162",0.119521912350598
"163",0.00796812749003984
"164",0.00796812749003984
"165",0.0836653386454183
"166",0.0318725099601594
"167",0.047808764940239
"168",0.0398406374501992
"169",0.00796812749003984
"170",0.00398406374501992
"171",0.0239043824701195
"172",0.119521912350598
"173",0.0159362549800797
"174",0.0597609561752988
"175",0.0597609561752988
"176",0.0119521912350598
"177",0.0756972111553785
"178",0.0358565737051793
"179",0.0717131474103586
"180",0.0239043824701195
"181",0.00796812749003984
"182",0.0159362549800797
"183",0.0199203187250996
"184",0.00398406374501992
"185",0.00398406374501992
"186",0.00398406374501992
"187",0.051792828685259
"188",0.00398406374501992
"189",0.00796812749003984
"190",0.00398406374501992
"191",0.00398406374501992
"192",0.00398406374501992
"193",0.0159362549800797
"194",0.00796812749003984
"195",0.0199203187250996
"196",0.00398406374501992
"197",0.00398406374501992
"198",0.00796812749003984
"199",0.0358565737051793
"200",0.0239043824701195
