"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.725099601593626,0.418326693227092,0.270916334661355,0.633466135458167,0.286852589641434,0.334661354581673,0.764940239043825,0.864541832669323,0.697211155378486,0.00398406374501992
"2",0.772908366533865,0.50996015936255,0.597609561752988,0.944223107569721,0.51394422310757,0.330677290836653,0.195219123505976,0.474103585657371,0.0597609561752988,0.00398406374501992
"3",0.282868525896414,0.374501992031873,0.239043824701195,0.792828685258964,0.569721115537849,0.9800796812749,0.103585657370518,0.677290836653386,0.752988047808765,0.215139442231076
"4",0.792828685258964,0.812749003984064,0.151394422310757,0.139442231075697,0.258964143426295,0.0358565737051793,0.912350597609562,0.103585657370518,0.553784860557769,0.00398406374501992
"5",0.438247011952191,0.0438247011952191,0.107569721115538,0.223107569721116,0.856573705179283,0.661354581673307,0.414342629482072,0.358565737051793,0.370517928286853,0.00398406374501992
"6",0.772908366533865,0.203187250996016,0.0956175298804781,0.924302788844621,0.561752988047809,0.964143426294821,0.350597609561753,0.362549800796813,0.0557768924302789,0.0199203187250996
"7",0.52191235059761,0.50996015936255,0.362549800796813,0.653386454183267,0.960159362549801,0.9800796812749,0.362549800796813,0.792828685258964,0.940239043824701,0.00398406374501992
"8",0.808764940239044,0.944223107569721,0.884462151394422,0.956175298804781,0.306772908366534,0.187250996015936,0.693227091633466,0.960159362549801,0.916334661354582,0.00398406374501992
"9",0.968127490039841,0.0358565737051793,0.936254980079681,0.48605577689243,0.171314741035857,0.768924302788845,0.633466135458167,0.0836653386454183,0.653386454183267,0.0119521912350598
"10",0.888446215139442,0.231075697211155,0.434262948207171,0.569721115537849,0.211155378486056,0.52191235059761,0.529880478087649,0.0318725099601594,0.135458167330677,0.00398406374501992
"11",0.657370517928287,0.127490039840637,0.50199203187251,0.697211155378486,0.649402390438247,0.661354581673307,0.669322709163347,0.410358565737052,0.386454183266932,0.0438247011952191
"12",0.051792828685259,0.97609561752988,0.848605577689243,0.111553784860558,0.450199203187251,0.250996015936255,0.681274900398406,0.0358565737051793,0.98406374501992,0.0199203187250996
"13",0.330677290836653,0.717131474103586,0.749003984063745,0.163346613545817,0.00796812749003984,0.756972111553785,0.386454183266932,0.171314741035857,0.960159362549801,0.00398406374501992
"14",0.326693227091633,0.745019920318725,0.705179282868526,0.649402390438247,0.350597609561753,0.685258964143426,0.119521912350598,0.00796812749003984,0.868525896414343,0.00796812749003984
"15",0.250996015936255,0.756972111553785,0.135458167330677,0.653386454183267,0.52191235059761,0.772908366533865,0.163346613545817,0.227091633466135,0.936254980079681,0.00398406374501992
"16",0.470119521912351,0.99601593625498,0.741035856573705,0.872509960159363,0.278884462151394,0.378486055776892,0.665338645418327,0.840637450199203,0.760956175298805,0.0199203187250996
"17",0.342629482071713,0.243027888446215,0.155378486055777,0.294820717131474,0.948207171314741,0.167330677290837,0.669322709163347,0.932270916334661,0.685258964143426,0.00398406374501992
"18",0.920318725099602,0.466135458167331,0.49800796812749,0.410358565737052,0.50199203187251,0.179282868525896,0.398406374501992,0.665338645418327,0.936254980079681,0.0119521912350598
"19",0.0438247011952191,0.840637450199203,0.649402390438247,0.203187250996016,0.50597609561753,0.669322709163347,0.0677290836653386,0.964143426294821,0.247011952191235,0.00398406374501992
"20",0.613545816733068,0.183266932270916,0.231075697211155,0.705179282868526,0.342629482071713,0.956175298804781,0.904382470119522,0.0597609561752988,0.856573705179283,0.0159362549800797
"21",0.645418326693227,0.832669322709163,0.0717131474103586,0.334661354581673,0.561752988047809,0.928286852589641,0.298804780876494,0.745019920318725,0.119521912350598,0.00398406374501992
"22",0.330677290836653,0.960159362549801,0.0956175298804781,0.657370517928287,0.47808764940239,0.617529880478088,0.525896414342629,0.693227091633466,0.406374501992032,0.00398406374501992
"23",0.231075697211155,0.47808764940239,0.625498007968127,0.756972111553785,0.235059760956175,0.047808764940239,0.581673306772908,0.557768924302789,0.366533864541833,0.00398406374501992
"24",0.346613545816733,0.167330677290837,0.593625498007968,0.812749003984064,0.49003984063745,0.820717131474104,0.0557768924302789,0.737051792828685,0.446215139442231,0.00796812749003984
"25",0.848605577689243,0.972111553784861,0.474103585657371,0.745019920318725,0.49003984063745,0.99601593625498,0.956175298804781,0.414342629482072,0.215139442231076,0.00796812749003984
"26",0.525896414342629,0.254980079681275,0.637450199203187,0.796812749003984,0.346613545816733,0.231075697211155,0.183266932270916,0.689243027888446,0.852589641434263,0.00398406374501992
"27",0.705179282868526,0.306772908366534,0.868525896414343,0.254980079681275,0.808764940239044,0.888446215139442,0.99203187250996,0.581673306772908,0.621513944223108,0.00796812749003984
"28",0.936254980079681,0.880478087649402,0.741035856573705,0.462151394422311,0.673306772908366,0.641434262948207,0.362549800796813,0.0916334661354582,0.585657370517928,0.0119521912350598
"29",0.956175298804781,0.924302788844621,0.470119521912351,0.302788844621514,0.227091633466135,0.334661354581673,0.860557768924303,0.705179282868526,0.932270916334661,0.00796812749003984
"30",0.0398406374501992,0.442231075697211,0.880478087649402,0.828685258964143,0.50199203187251,0.163346613545817,0.410358565737052,0.581673306772908,0.0358565737051793,0.00796812749003984
"31",0.0796812749003984,0.394422310756972,0.968127490039841,0.613545816733068,0.430278884462151,0.713147410358566,0.266932270916335,0.195219123505976,0.00398406374501992,0.0916334661354582
"32",0.306772908366534,0.051792828685259,0.50597609561753,0.50597609561753,0.107569721115538,0.784860557768924,0.434262948207171,0.49800796812749,0.386454183266932,0.0119521912350598
"33",0.306772908366534,0.0876494023904383,0.721115537848606,0.0876494023904383,0.776892430278884,0.884462151394422,0.928286852589641,0.553784860557769,0.952191235059761,0.00398406374501992
"34",0.374501992031873,0.386454183266932,0.414342629482072,0.354581673306773,0.127490039840637,0.354581673306773,1,0.462151394422311,0.382470119521912,0.00398406374501992
"35",0.832669322709163,0.047808764940239,0.50199203187251,0.784860557768924,0.394422310756972,0.525896414342629,0.581673306772908,0.051792828685259,0.0597609561752988,0.0717131474103586
"36",0.749003984063745,0.334661354581673,0.394422310756972,0.816733067729084,0.665338645418327,0.207171314741036,0.665338645418327,0.625498007968127,0.195219123505976,0.00398406374501992
"37",0.0398406374501992,0.466135458167331,0.370517928286853,0.597609561752988,0.848605577689243,0.860557768924303,0.414342629482072,0.426294820717131,0.689243027888446,0.772908366533865
"38",0.00398406374501992,0.557768924302789,0.49402390438247,0.852589641434263,0.203187250996016,0.972111553784861,0.211155378486056,0.788844621513944,0.298804780876494,0.00398406374501992
"39",0.402390438247012,0.0717131474103586,0.442231075697211,0.326693227091633,0.693227091633466,0.119521912350598,0.0239043824701195,0.111553784860558,0.653386454183267,0.00398406374501992
"40",0.370517928286853,0.207171314741036,0.665338645418327,0.541832669322709,0.764940239043825,0.346613545816733,0.689243027888446,0.47808764940239,0.442231075697211,0.00796812749003984
"41",0.350597609561753,0.633466135458167,0.402390438247012,0.322709163346614,0.784860557768924,0.414342629482072,0.713147410358566,0.796812749003984,0.633466135458167,0.00398406374501992
"42",0.394422310756972,0.390438247011952,0.342629482071713,0.49402390438247,0.458167330677291,0.0637450199203187,0.900398406374502,0.223107569721116,0.0239043824701195,0.0159362549800797
"43",0.609561752988048,0.159362549800797,0.0159362549800797,0.525896414342629,0.0398406374501992,0.418326693227092,0.370517928286853,0.50996015936255,0.139442231075697,0.0119521912350598
"44",0.438247011952191,0.250996015936255,0.541832669322709,0.657370517928287,0.545816733067729,0.936254980079681,0.266932270916335,0.713147410358566,0.924302788844621,0.00398406374501992
"45",0.681274900398406,0.286852589641434,0.0119521912350598,0.689243027888446,0.0916334661354582,0.294820717131474,0.780876494023904,0.625498007968127,0.446215139442231,0.00796812749003984
"46",0.808764940239044,0.446215139442231,0.597609561752988,0.179282868525896,0.426294820717131,0.262948207171315,0.330677290836653,0.557768924302789,0.557768924302789,0.370517928286853
"47",0.314741035856574,0.115537848605578,0.326693227091633,0.231075697211155,0.00398406374501992,0.709163346613546,0.593625498007968,0.047808764940239,0.713147410358566,0.0159362549800797
"48",0.426294820717131,0.689243027888446,0.0318725099601594,0.374501992031873,0.442231075697211,0.585657370517928,0.928286852589641,0.573705179282869,0.796812749003984,0.00398406374501992
"49",0.629482071713147,0.593625498007968,0.266932270916335,0.944223107569721,0.896414342629482,0.633466135458167,0.254980079681275,0.52191235059761,0.195219123505976,0.00796812749003984
"50",0.442231075697211,0.294820717131474,0.605577689243028,0.0199203187250996,0.470119521912351,0.852589641434263,0.270916334661355,0.832669322709163,0.876494023904382,0.00796812749003984
"51",0.641434262948207,0.0597609561752988,0.645418326693227,0.426294820717131,0.374501992031873,0.685258964143426,0.733067729083665,0.828685258964143,0.828685258964143,0.00398406374501992
"52",0.756972111553785,0.936254980079681,0.852589641434263,0.529880478087649,0.458167330677291,0.282868525896414,0.426294820717131,0.888446215139442,0.820717131474104,0.00796812749003984
"53",0.561752988047809,0.872509960159363,0.0876494023904383,0.956175298804781,0.812749003984064,0.0597609561752988,0.442231075697211,0.772908366533865,0.171314741035857,0.00398406374501992
"54",0.179282868525896,0.51792828685259,0.876494023904382,1,0.310756972111554,0.131474103585657,0.227091633466135,0.0637450199203187,0.123505976095618,0.00398406374501992
"55",0.49402390438247,0.665338645418327,0.446215139442231,0.621513944223108,0.103585657370518,0.235059760956175,0.669322709163347,0.290836653386454,0.378486055776892,0.00398406374501992
"56",0.231075697211155,0.410358565737052,0.892430278884462,0.434262948207171,0.816733067729084,0.733067729083665,0.386454183266932,0.952191235059761,0.426294820717131,0.0836653386454183
