"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.556977209116354,0.0979608156737305,0.907237105157937,0.766893242702919,0.0615753698520592,0.0179928028788485,0.00919632147141144,0.00119952019192323,0.0523790483806477,0.00639744102359056
"2",0.170731707317073,0.365453818472611,0.306677329068373,0.73890443822471,0.83046781287485,0.0923630547780888,0.0151939224310276,0.00079968012794882,0.0079968012794882,0.00639744102359056
"3",0.838864454218313,0.327069172331068,0.449420231907237,0.143542582966813,0.507397041183527,0.00039984006397441,0.00679728108756497,0.193522590963615,0.104358256697321,0.0215913634546182
"4",0.844862055177929,0.396241503398641,0.944822071171531,0.271891243502599,0.311075569772091,0.00039984006397441,0.00559776089564174,0.0039984006397441,0.428628548580568,0.00279888044782087
"5",0.0471811275489804,0.453418632546981,0.610555777688924,0.0103958416633347,0.269092363054778,0.0639744102359056,0.00079968012794882,0.0647740903638545,0.0219912035185926,0.0143942423030788
"6",0.277089164334266,0.90843662534986,0.340263894442223,0.389444222311076,0.584966013594562,0.0731707317073171,0.00079968012794882,0.0307876849260296,0.00879648140743703,0.00439824070371851
"7",0.870851659336266,0.49140343862455,0.583766493402639,0.868852459016393,0.528988404638145,0.0439824070371851,0.00199920031987205,0.00199920031987205,0.00759696121551379,0.119952019192323
"8",0.795681727309076,0.368652538984406,0.0483806477409036,0.763694522191124,0.674930027988805,0.00039984006397441,0.0375849660135946,0.0219912035185926,0.00519792083166733,0.233106757297081
"9",0.560975609756098,0.0475809676129548,0.465413834466214,0.784886045581767,0.133146741303479,0.307477009196321,0.00599760095961615,0.00119952019192323,0.00119952019192323,0.00879648140743703
"10",0.582167133146741,0.682127149140344,0.701319472211116,0.158736505397841,0.929628148740504,0.0207916833266693,0.0995601759296282,0.00479808076769292,0.0079968012794882,0.00039984006397441
"11",0.0115953618552579,0.00519792083166733,0.958016793282687,0.380647740903639,0.187125149940024,0.0271891243502599,0.00039984006397441,0.255097960815674,0.252698920431827,0.015593762495002
"12",0.34266293482607,0.778888444622151,0.254298280687725,0.186325469812075,0.0743702518992403,0.0411835265893643,0.00159936025589764,0.00079968012794882,0.0407836865253898,0.0335865653738505
"13",0.815673730507797,0.62734906037585,0.0259896041583367,0.760095961615354,0.993202718912435,0.0127948820471811,0.033186725309876,0.0359856057576969,0.00079968012794882,0.00479808076769292
