"","V1"
"1",0.0678642714570858
"2",0.864271457085828
"3",0.594810379241517
"4",0.0778443113772455
"5",0.568862275449102
"6",0.0499001996007984
"7",0.606786427145709
"8",0.0239520958083832
"9",0.884231536926148
